innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,5,Gujarat Titans,D Padikkal,UT Yadav,VK Sharma,wicket,struck down,False
1,2,1,Lucknow Super Giants,KL Rahul,SH Johnson,A Nand Kishore,wicket,upheld,False
