match_number,date,opponent,catches,stumpings,run_outs
7,2016-04-15,Kings XI Punjab,0,0,1
11,2016-04-17,Royal Challengers Bangalore,1,0,0
23,2016-04-27,Gujarat Lions,2,0,0
