innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,4,1,Royal Challengers Bangalore,RR Pant,TG Southee,HDPK Dharmasena,,struck down,False
2,18,1,Delhi Daredevils,SN Khan,HV Patel,KN Ananthapadmanabhan,,struck down,False
