innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,S Chanderpaul,1,1,R Dravid,0,1,1,2
1,Royal Challengers Bangalore,2,S Chanderpaul,1,8,LRPL Taylor,12,4,15,12
1,Royal Challengers Bangalore,3,LRPL Taylor,32,15,JH Kallis,11,10,43,25
1,Royal Challengers Bangalore,4,V Kohli,4,4,LRPL Taylor,0,1,6,5
1,Royal Challengers Bangalore,5,V Kohli,9,10,MV Boucher,3,4,12,14
1,Royal Challengers Bangalore,6,P Kumar,0,6,MV Boucher,1,6,1,12
1,Royal Challengers Bangalore,7,SB Joshi,3,8,P Kumar,9,6,12,14
1,Royal Challengers Bangalore,8,P Kumar,25,18,Z Khan,15,14,41,32
1,Royal Challengers Bangalore,9,Z Khan,2,4,R Vinay Kumar,1,1,4,4
2,Rajasthan Royals,1,GC Smith,1,2,M Rawat,0,2,1,4
2,Rajasthan Royals,2,YK Pathan,21,12,GC Smith,4,4,25,16
2,Rajasthan Royals,3,GC Smith,44,36,SR Watson,57,40,104,76
2,Rajasthan Royals,4,M Kaif,4,6,SR Watson,4,1,8,7
