match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
19,2017-04-17,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",3.4,0,26,1,7.09,7,3,0
21,2017-04-19,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",4.0,0,32,1,8.0,9,0,0
24,2017-04-22,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,3.0,0,45,0,15.0,1,0,0
33,2017-04-28,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,36,3,9.0,7,0,1
37,2017-04-30,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",4.0,0,26,2,6.5,11,0,0
40,2017-05-02,Delhi Daredevils,Feroz Shah Kotla,4.0,0,38,1,9.5,7,1,0
44,2017-05-06,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",4.0,0,29,4,7.25,8,1,0
48,2017-05-08,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,24,3,6.0,8,0,0
53,2017-05-13,Gujarat Lions,Green Park,4.0,0,30,1,7.5,7,1,0
58,2017-05-17,Kolkata Knight Riders,M Chinnaswamy Stadium,1.0,0,14,0,14.0,0,0,0
