match_number,date,opponent,catches,stumpings,run_outs
24,2017-04-22,Rising Pune Supergiant,1,0,0
33,2017-04-28,Kings XI Punjab,1,0,0
37,2017-04-30,Kolkata Knight Riders,1,0,0
