match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2017-04-07,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,35,24,4,2,145.83,lbw b Kuldeep Yadav,2
6,2017-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5,10,0,0,50.0,lbw b Rashid Khan,2
13,2017-04-14,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,49,32,5,3,153.12,st MS Dhoni b RD Chahar,2
16,2017-04-16,Mumbai Indians,Wankhede Stadium,64,44,6,3,145.45,b SL Malinga,2
20,2017-04-18,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,72,44,2,7,163.64,c AF Milne b YS Chahal,2
23,2017-04-21,Kolkata Knight Riders,Eden Gardens,33,17,5,1,194.12,c MK Pandey b CR Woakes,2
26,2017-04-23,Kings XI Punjab,Saurashtra Cricket Association Stadium,6,6,1,0,100.0,lbw b Sandeep Sharma,1
31,2017-04-27,Royal Challengers Bangalore,M Chinnaswamy Stadium,3,6,0,0,50.0,c AB de Villiers b S Badree,2
35,2017-04-29,Mumbai Indians,Saurashtra Cricket Association Stadium,6,4,1,0,150.0,b SL Malinga,2
39,2017-05-01,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,45,27,5,2,166.67,c AM Rahane b SN Thakur,2
42,2017-05-04,Delhi Daredevils,Feroz Shah Kotla,1,3,0,0,33.33,c RR Pant b K Rabada,2
