match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2021-04-12,Punjab Kings,"Wankhede Stadium, Mumbai",4.0,0,45,0,11.25,4,3,1
7,2021-04-15,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,29,2,7.25,11,2,0
12,2021-04-19,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,37,1,9.25,9,2,1
16,2021-04-22,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",3.3,0,34,0,9.71,7,1,0
18,2021-04-24,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",4.0,0,22,1,5.5,12,0,0
24,2021-04-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",3.3,0,37,1,10.57,6,0,0
28,2021-05-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",4.0,0,20,3,5.0,11,2,0
32,2021-09-21,Punjab Kings,Dubai International Cricket Stadium,4.0,0,30,0,7.5,7,0,0
36,2021-09-25,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,22,2,5.5,5,0,0
40,2021-09-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,3.3,0,26,1,7.43,10,1,0
43,2021-09-29,Royal Challengers Bangalore,Dubai International Cricket Stadium,3.0,0,20,2,6.67,7,0,0
47,2021-10-02,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,51,0,12.75,4,1,0
51,2021-10-05,Mumbai Indians,Sharjah Cricket Stadium,2.2,0,32,1,13.71,6,1,0
54,2021-10-07,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,31,0,7.75,7,1,0
