innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CH Morris,4.0,0,26,4,6.5,12,4,0
1,Royal Challengers Bangalore,I Udana,3.0,0,43,0,14.33,4,2,0
1,Royal Challengers Bangalore,Navdeep Saini,4.0,0,30,0,7.5,6,0,0
1,Royal Challengers Bangalore,Shahbaz Ahmed,2.0,0,18,0,9.0,3,0,0
1,Royal Challengers Bangalore,Washington Sundar,3.0,0,25,0,8.33,7,0,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,34,2,8.5,8,1,2
2,Rajasthan Royals,JC Archer,3.4,0,38,0,10.36,8,1,0
2,Rajasthan Royals,JD Unadkat,4.0,0,46,0,11.5,8,1,0
2,Rajasthan Royals,Kartik Tyagi,4.0,0,32,1,8.0,8,3,0
2,Rajasthan Royals,R Tewatia,4.0,0,30,1,7.5,8,5,1
2,Rajasthan Royals,S Gopal,4.0,0,32,1,8.0,4,1,0
