innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rajasthan Royals,death,58,3,30,11.6,7,7
1,Rajasthan Royals,middle,67,2,54,7.44,7,17
1,Rajasthan Royals,powerplay,52,1,36,8.67,8,16
2,Royal Challengers Bangalore,death,77,2,42,11.0,8,12
2,Royal Challengers Bangalore,middle,57,0,41,8.34,2,9
2,Royal Challengers Bangalore,powerplay,45,1,35,7.71,5,15
