match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
25,2019-04-11,Rajasthan Royals,Sawai Mansingh Stadium,10,3,0,1,333.33,not out,8
44,2019-04-26,Mumbai Indians,MA Chidambaram Stadium,22,20,0,2,110.0,c KA Pollard b SL Malinga,8
