match_number,date,opponent,catches,stumpings,run_outs
16,2009-04-27,Deccan Chargers,1,0,0
22,2009-04-30,Rajasthan Royals,1,0,0
26,2009-05-02,Delhi Daredevils,1,0,0
29,2009-05-04,Deccan Chargers,1,0,0
44,2009-05-14,Royal Challengers Bangalore,0,0,1
51,2009-05-18,Kolkata Knight Riders,0,0,1
