innings,over,ball,team,player_in,player_out,reason
2,1,1,Rajasthan Royals,Ravi Bishnoi,D Ferreira,impact_player
2,14,2,Gujarat Titans,M Shahrukh Khan,M Prasidh Krishna,impact_player
