innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,11,3,Gujarat Titans,Dhruv Jurel,Rashid Khan,R Pandit,wicket,struck down,False
2,19,4,Rajasthan Royals,Rashid Khan,JC Archer,R Pandit,wicket,struck down,False
