innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,21,3.3
1,Delhi Capitals,2,S Dhawan,37,6.2
1,Delhi Capitals,3,C Munro,57,9.5
1,Delhi Capitals,4,SS Iyer,75,12.3
1,Delhi Capitals,5,AR Patel,80,13.5
1,Delhi Capitals,6,SE Rutherford,102,16.5
1,Delhi Capitals,7,KMA Paul,119,18.5
1,Delhi Capitals,8,RR Pant,125,19.4
1,Delhi Capitals,9,TA Boult,137,20.3
2,Chennai Super Kings,1,F du Plessis,81,11.2
2,Chennai Super Kings,2,SR Watson,109,13.2
2,Chennai Super Kings,3,SK Raina,127,16.6
2,Chennai Super Kings,4,MS Dhoni,146,19.4
