innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,3,Chennai Super Kings,PP Shaw,DL Chahar,S Ravi,,upheld,False
1,14,2,Chennai Super Kings,SE Rutherford,Imran Tahir,BNJ Oxenford,,struck down,False
