innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,MS Bisla,12,13,2,0,92.31,st M Rawat b B Kumar,1
1,Kolkata Knight Riders,G Gambhir,50,44,6,0,113.64,c AD Mathews b MR Marsh,2
1,Kolkata Knight Riders,JH Kallis,2,6,0,0,33.33,c AD Mathews b Parvez Rasool,3
1,Kolkata Knight Riders,EJG Morgan,15,15,1,0,100.0,c RV Uthappa b MR Marsh,4
1,Kolkata Knight Riders,RN ten Doeschate,31,21,3,1,147.62,c K Upadhyay b B Kumar,5
1,Kolkata Knight Riders,YK Pathan,3,6,0,0,50.0,c M Rawat b B Kumar,6
1,Kolkata Knight Riders,MK Tiwary,15,10,2,0,150.0,not out,7
1,Kolkata Knight Riders,R Bhatia,13,5,1,1,260.0,not out,8
2,Pune Warriors,RV Uthappa,31,35,2,0,88.57,c G Gambhir b Iqbal Abdulla,1
2,Pune Warriors,AJ Finch,5,5,1,0,100.0,b JH Kallis,2
2,Pune Warriors,Yuvraj Singh,1,2,0,0,50.0,c MS Bisla b L Balaji,3
2,Pune Warriors,UA Birla,7,14,1,0,50.0,b Iqbal Abdulla,4
2,Pune Warriors,AD Mathews,40,28,0,4,142.86,c MK Tiwary b SP Narine,5
2,Pune Warriors,MR Marsh,5,8,0,0,62.5,c MK Tiwary b R Bhatia,6
2,Pune Warriors,M Rawat,5,11,0,0,45.45,c MS Bisla b JH Kallis,7
2,Pune Warriors,WD Parnell,5,7,0,0,71.43,c MK Tiwary b SP Narine,8
2,Pune Warriors,B Kumar,1,3,0,0,33.33,b L Balaji,9
2,Pune Warriors,Parvez Rasool,1,4,0,0,25.0,c & b L Balaji,10
2,Pune Warriors,K Upadhyay,1,1,0,0,100.0,not out,11
