innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,MS Bisla,45,6.2
1,Kolkata Knight Riders,2,JH Kallis,52,7.6
1,Kolkata Knight Riders,3,EJG Morgan,75,12.4
1,Kolkata Knight Riders,4,G Gambhir,90,14.6
1,Kolkata Knight Riders,5,YK Pathan,97,16.4
1,Kolkata Knight Riders,6,RN ten Doeschate,135,19.4
2,Pune Warriors,1,AJ Finch,20,3.4
2,Pune Warriors,2,Yuvraj Singh,23,4.3
2,Pune Warriors,3,UA Birla,39,8.1
2,Pune Warriors,4,RV Uthappa,53,11.5
2,Pune Warriors,5,MR Marsh,78,14.6
2,Pune Warriors,6,AD Mathews,95,17.1
2,Pune Warriors,7,M Rawat,103,18.6
2,Pune Warriors,8,WD Parnell,103,19.1
2,Pune Warriors,9,B Kumar,105,20.1
2,Pune Warriors,10,Parvez Rasool,106,20.3
