innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,MS Bisla,12,13,G Gambhir,31,19,45,32
1,Kolkata Knight Riders,2,JH Kallis,2,6,G Gambhir,4,4,7,10
1,Kolkata Knight Riders,3,G Gambhir,8,13,EJG Morgan,15,15,23,28
1,Kolkata Knight Riders,4,RN ten Doeschate,4,6,G Gambhir,7,8,15,14
1,Kolkata Knight Riders,5,RN ten Doeschate,3,4,YK Pathan,3,6,7,10
1,Kolkata Knight Riders,6,MK Tiwary,13,7,RN ten Doeschate,24,11,38,18
1,Kolkata Knight Riders,7,MK Tiwary,2,3,R Bhatia,13,5,17,8
2,Pune Warriors,1,RV Uthappa,14,11,AJ Finch,5,5,20,16
2,Pune Warriors,2,Yuvraj Singh,1,2,RV Uthappa,2,3,3,5
2,Pune Warriors,3,UA Birla,7,14,RV Uthappa,6,9,16,22
2,Pune Warriors,4,AD Mathews,5,10,RV Uthappa,9,12,14,22
2,Pune Warriors,5,MR Marsh,5,8,AD Mathews,20,11,25,19
2,Pune Warriors,6,M Rawat,2,6,AD Mathews,15,7,17,13
2,Pune Warriors,7,WD Parnell,5,6,M Rawat,3,5,8,11
2,Pune Warriors,8,WD Parnell,0,1,B Kumar,0,0,0,1
2,Pune Warriors,9,Parvez Rasool,1,3,B Kumar,1,3,2,6
2,Pune Warriors,10,K Upadhyay,1,1,Parvez Rasool,0,1,1,2
