innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,SV Samson,3,1.6
1,Delhi Daredevils,2,SS Iyer,9,3.1
1,Delhi Daredevils,3,RR Pant,83,9.5
1,Delhi Daredevils,4,MN Samuels,117,14.6
1,Delhi Daredevils,5,CJ Anderson,124,16.2
1,Delhi Daredevils,6,PJ Cummins,140,17.5
1,Delhi Daredevils,7,KK Nair,162,19.5
1,Delhi Daredevils,8,Mohammed Shami,166,20.5
2,Rising Pune Supergiant,1,AM Rahane,0,1.1
2,Rising Pune Supergiant,2,RA Tripathi,36,5.1
2,Rising Pune Supergiant,3,SPD Smith,74,10.1
2,Rising Pune Supergiant,4,BA Stokes,125,16.4
2,Rising Pune Supergiant,5,MS Dhoni,134,18.3
2,Rising Pune Supergiant,6,DT Christian,138,19.2
2,Rising Pune Supergiant,7,MK Tiwary,161,20.6
