match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2013-04-06,Delhi Daredevils,Feroz Shah Kotla,65,51,6,2,127.45,c DPMD Jayawardene b UT Yadav,3
8,2013-04-08,Kolkata Knight Riders,Sawai Mansingh Stadium,17,20,2,0,85.0,b R Bhatia,3
13,2013-04-11,Pune Warriors,Subrata Roy Sahara Stadium,54,48,8,0,112.5,c LRPL Taylor b Yuvraj Singh,3
18,2013-04-14,Kings XI Punjab,Sawai Mansingh Stadium,9,12,2,0,75.0,c AC Gilchrist b P Kumar,3
27,2013-04-20,Royal Challengers Bangalore,M Chinnaswamy Stadium,35,31,5,0,112.9,c R Rampaul b M Kartik,3
30,2013-04-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",6,9,0,0,66.67,c MS Dhoni b DJ Bravo,4
36,2013-04-27,Sunrisers Hyderabad,Sawai Mansingh Stadium,36,35,4,1,102.86,c GH Vihari b NLTC Perera,1
40,2013-04-29,Royal Challengers Bangalore,Sawai Mansingh Stadium,22,17,4,0,129.41,b MC Henriques,1
47,2013-05-03,Kolkata Knight Riders,Eden Gardens,6,3,1,0,200.0,not out,8
50,2013-05-05,Pune Warriors,Sawai Mansingh Stadium,58,40,9,1,145.0,c MR Marsh b AD Mathews,1
52,2013-05-07,Delhi Daredevils,Sawai Mansingh Stadium,53,48,7,0,110.42,c AB Agarkar b S Kaul,1
55,2013-05-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4,7,1,0,57.14,b Bipul Sharma,1
61,2013-05-12,Chennai Super Kings,Sawai Mansingh Stadium,22,28,2,0,78.57,c MS Dhoni b CH Morris,1
66,2013-05-15,Mumbai Indians,Wankhede Stadium,4,5,1,0,80.0,c KD Karthik b MG Johnson,1
68,2013-05-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",25,24,2,1,104.17,run out (CL White),1
74,2013-05-22,Sunrisers Hyderabad,Feroz Shah Kotla,12,10,3,0,120.0,c KV Sharma b I Sharma,1
75,2013-05-24,Mumbai Indians,Eden Gardens,43,37,7,0,116.22,c RG Sharma b Harbhajan Singh,1
