innings,over,ball,team,player_in,player_out,reason
2,10,4,Sunrisers Hyderabad,Abdul Samad,Fazalhaq Farooqi,impact_player
2,12,1,Rajasthan Royals,NA Saini,YBK Jaiswal,impact_player
