innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,AU Rashid,4.0,0,33,0,8.25,6,0,0
1,Sunrisers Hyderabad,B Kumar,3.0,0,36,0,12.0,6,1,0
1,Sunrisers Hyderabad,Fazalhaq Farooqi,4.0,0,41,2,10.25,10,0,0
1,Sunrisers Hyderabad,T Natarajan,3.0,0,23,2,7.67,6,0,0
1,Sunrisers Hyderabad,Umran Malik,3.0,0,32,1,10.67,3,1,0
1,Sunrisers Hyderabad,Washington Sundar,3.0,0,32,0,10.67,5,0,0
2,Rajasthan Royals,JO Holder,3.0,0,16,1,5.33,10,0,0
2,Rajasthan Royals,KM Asif,3.0,0,15,0,5.0,9,1,0
2,Rajasthan Royals,NA Saini,2.0,0,34,0,17.0,2,0,3
2,Rajasthan Royals,R Ashwin,4.0,0,27,1,6.75,10,2,0
2,Rajasthan Royals,TA Boult,4.0,1,21,2,5.25,15,0,0
2,Rajasthan Royals,YS Chahal,4.0,0,17,4,4.25,11,0,0
