innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,JC Buttler,85,6.5
1,Rajasthan Royals,2,YBK Jaiswal,139,13.3
1,Rajasthan Royals,3,D Padikkal,151,15.1
1,Rajasthan Royals,4,R Parag,170,17.1
1,Rajasthan Royals,5,SV Samson,187,19.3
2,Sunrisers Hyderabad,1,Abhishek Sharma,0,1.3
2,Sunrisers Hyderabad,2,RA Tripathi,0,1.5
2,Sunrisers Hyderabad,3,HC Brook,34,7.6
2,Sunrisers Hyderabad,4,Washington Sundar,39,9.2
2,Sunrisers Hyderabad,5,GD Phillips,48,10.3
2,Sunrisers Hyderabad,6,MA Agarwal,52,11.6
2,Sunrisers Hyderabad,7,AU Rashid,81,14.6
2,Sunrisers Hyderabad,8,B Kumar,95,18.5
