match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2009-04-20,Royal Challengers Bangalore,St George's Park,2.0,0,12,1,6.0,7,1,0
9,2009-04-23,Delhi Daredevils,Kingsmead,4.0,0,41,1,10.25,7,0,0
16,2009-04-27,Deccan Chargers,Kingsmead,3.0,0,29,0,9.67,3,0,1
22,2009-04-30,Rajasthan Royals,SuperSport Park,4.0,0,21,2,5.25,10,0,0
26,2009-05-02,Delhi Daredevils,New Wanderers Stadium,4.0,0,32,1,8.0,10,0,0
29,2009-05-04,Deccan Chargers,Buffalo Park,3.0,1,24,2,8.0,10,0,1
34,2009-05-07,Kings XI Punjab,SuperSport Park,3.0,0,36,1,12.0,5,1,0
37,2009-05-09,Rajasthan Royals,De Beers Diamond Oval,3.0,0,24,1,8.0,8,0,1
44,2009-05-14,Royal Challengers Bangalore,Kingsmead,4.0,0,13,2,3.25,16,1,0
47,2009-05-16,Mumbai Indians,St George's Park,4.0,0,31,1,7.75,11,1,1
51,2009-05-18,Kolkata Knight Riders,SuperSport Park,3.0,0,39,0,13.0,5,0,1
58,2009-05-23,Royal Challengers Bangalore,New Wanderers Stadium,3.0,0,26,1,8.67,7,0,0
