match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2025-03-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",13,7,3,0,185.71,b KK Ahmed,2
9,2025-03-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",6,9,1,0,66.67,b Mohammed Siraj,2
12,2025-03-31,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",62,41,4,5,151.22,not out,2
16,2025-04-04,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10,5,2,0,200.0,c Ravi Bishnoi b SN Thakur,2
20,2025-04-07,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",17,10,4,0,170.0,lbw b JR Hazlewood,2
29,2025-04-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",41,25,5,2,164.0,b Kuldeep Yadav,2
33,2025-04-17,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",31,23,5,0,134.78,c TM Head b HV Patel,1
38,2025-04-20,Chennai Super Kings,"Wankhede Stadium, Mumbai",24,19,3,1,126.32,c A Mhatre b RA Jadeja,1
41,2025-04-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",11,8,2,0,137.5,c & b JD Unadkat,1
45,2025-04-27,Lucknow Super Giants,"Wankhede Stadium, Mumbai",58,32,6,4,181.25,c A Badoni b DS Rathi,1
50,2025-05-01,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",61,38,7,3,160.53,b M Theekshana,1
56,2025-05-06,Gujarat Titans,"Wankhede Stadium, Mumbai",2,2,0,0,100.0,c B Sai Sudharsan b Mohammed Siraj,1
63,2025-05-21,Delhi Capitals,"Wankhede Stadium, Mumbai",25,18,0,2,138.89,c M Tiwari b Kuldeep Yadav,1
69,2025-05-26,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",27,20,5,0,135.0,c SS Iyer b M Jansen,1
