innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,KL Rahul,96,8.6
1,Kings XI Punjab,2,CH Gayle,127,12.3
1,Kings XI Punjab,3,MA Agarwal,149,15.1
1,Kings XI Punjab,4,AJ Finch,149,15.2
1,Kings XI Punjab,5,Yuvraj Singh,157,16.3
1,Kings XI Punjab,6,R Ashwin,190,19.5
1,Kings XI Punjab,7,KK Nair,195,20.4
2,Chennai Super Kings,1,SR Watson,17,2.6
2,Chennai Super Kings,2,M Vijay,39,5.1
2,Chennai Super Kings,3,SW Billings,56,7.4
2,Chennai Super Kings,4,AT Rayudu,113,14.4
2,Chennai Super Kings,5,RA Jadeja,163,19.2
