innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,2,Kings XI Punjab,AJ Finch,Imran Tahir,CK Nandan,,struck down,False
2,7,4,Kings XI Punjab,SW Billings,R Ashwin,CK Nandan,,upheld,False
