innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,J Fraser-McGurk,0,2,0,0,0.0,c Naveen-ul-Haq b Arshad Khan,1
1,Delhi Capitals,Abishek Porel,58,33,5,4,175.76,c N Pooran b Naveen-ul-Haq,2
1,Delhi Capitals,SD Hope,38,27,3,2,140.74,c KL Rahul b Ravi Bishnoi,3
1,Delhi Capitals,RR Pant,33,23,5,0,143.48,c DJ Hooda b Naveen-ul-Haq,4
1,Delhi Capitals,T Stubbs,57,25,3,4,228.0,not out,5
1,Delhi Capitals,AR Patel,14,10,2,0,140.0,not out,6
2,Lucknow Super Giants,Q de Kock,12,8,2,0,150.0,c Mukesh Kumar b I Sharma,1
2,Lucknow Super Giants,KL Rahul,5,3,1,0,166.67,c Mukesh Kumar b I Sharma,2
2,Lucknow Super Giants,MP Stoinis,5,7,1,0,71.43,st RR Pant b AR Patel,3
2,Lucknow Super Giants,DJ Hooda,0,2,0,0,0.0,lbw b I Sharma,4
2,Lucknow Super Giants,N Pooran,61,27,6,4,225.93,c AR Patel b Mukesh Kumar,5
2,Lucknow Super Giants,A Badoni,6,9,0,0,66.67,c Gulbadin Naib b T Stubbs,6
2,Lucknow Super Giants,KH Pandya,18,18,2,0,100.0,st RR Pant b Kuldeep Yadav,7
2,Lucknow Super Giants,Arshad Khan,58,33,3,5,175.76,not out,8
2,Lucknow Super Giants,Yudhvir Singh,14,7,1,1,200.0,c SD Hope b KK Ahmed,9
2,Lucknow Super Giants,Ravi Bishnoi,2,2,0,0,100.0,run out (J Fraser-McGurk),10
2,Lucknow Super Giants,Naveen-ul-Haq,2,4,0,0,50.0,not out,11
