innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,S Dhawan,0,1,SP Goswami,0,0,0,1
1,Sunrisers Hyderabad,2,KS Williamson,22,13,SP Goswami,12,9,34,22
1,Sunrisers Hyderabad,3,MK Pandey,0,1,KS Williamson,2,2,2,3
1,Sunrisers Hyderabad,4,Shakib Al Hasan,12,10,MK Pandey,2,4,14,14
1,Sunrisers Hyderabad,5,YK Pathan,10,18,MK Pandey,6,11,19,29
1,Sunrisers Hyderabad,6,CR Brathwaite,4,10,YK Pathan,14,11,19,21
1,Sunrisers Hyderabad,7,CR Brathwaite,39,19,B Kumar,7,11,51,30
1,Sunrisers Hyderabad,8,CR Brathwaite,39,19,B Kumar,7,11,51,30
2,Chennai Super Kings,1,SR Watson,0,5,F du Plessis,0,0,0,5
2,Chennai Super Kings,2,SK Raina,22,13,F du Plessis,1,3,24,16
2,Chennai Super Kings,3,AT Rayudu,0,1,F du Plessis,0,0,0,1
2,Chennai Super Kings,4,MS Dhoni,9,18,F du Plessis,4,6,15,24
2,Chennai Super Kings,5,DJ Bravo,7,11,F du Plessis,11,11,18,22
2,Chennai Super Kings,6,RA Jadeja,3,5,F du Plessis,2,2,5,7
2,Chennai Super Kings,7,DL Chahar,10,6,F du Plessis,20,9,30,15
2,Chennai Super Kings,8,F du Plessis,18,8,Harbhajan Singh,2,9,21,17
2,Chennai Super Kings,9,F du Plessis,11,3,SN Thakur,15,5,27,8
