innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,0,1.1
1,Sunrisers Hyderabad,2,SP Goswami,34,4.5
1,Sunrisers Hyderabad,3,KS Williamson,36,5.2
1,Sunrisers Hyderabad,4,Shakib Al Hasan,50,7.4
1,Sunrisers Hyderabad,5,MK Pandey,69,12.3
1,Sunrisers Hyderabad,6,YK Pathan,88,15.6
1,Sunrisers Hyderabad,7,B Kumar,139,20.6
2,Chennai Super Kings,1,SR Watson,0,1.5
2,Chennai Super Kings,2,SK Raina,24,4.3
2,Chennai Super Kings,3,AT Rayudu,24,4.4
2,Chennai Super Kings,4,MS Dhoni,39,8.4
2,Chennai Super Kings,5,DJ Bravo,57,12.2
2,Chennai Super Kings,6,RA Jadeja,62,13.3
2,Chennai Super Kings,7,DL Chahar,92,15.6
2,Chennai Super Kings,8,Harbhajan Singh,113,18.5
