innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,AC Gilchrist,8,9,0,1,88.89,b Mohammad Asif,1
1,Deccan Chargers,Y Venugopal Rao,14,22,2,0,63.64,c S Dhawan b MF Maharoof,2
1,Deccan Chargers,VVS Laxman,2,6,0,0,33.33,b Mohammad Asif,3
1,Deccan Chargers,A Symonds,12,13,2,0,92.31,c KD Karthik b MF Maharoof,4
1,Deccan Chargers,RG Sharma,66,36,6,4,183.33,c GD McGrath b R Bhatia,5
1,Deccan Chargers,Shahid Afridi,2,7,0,0,28.57,lbw b R Bhatia,6
1,Deccan Chargers,SB Bangar,8,14,0,0,57.14,"run out (MK Tiwary, KD Karthik)",7
1,Deccan Chargers,AS Yadav,12,7,2,0,171.43,c G Gambhir b VY Mahesh,8
1,Deccan Chargers,WPUJC Vaas,12,6,0,1,200.0,not out,9
1,Deccan Chargers,RP Singh,1,1,0,0,100.0,not out,10
2,Delhi Daredevils,G Gambhir,12,9,2,0,133.33,c AC Gilchrist b RP Singh,1
2,Delhi Daredevils,V Sehwag,94,41,10,6,229.27,not out,2
2,Delhi Daredevils,S Dhawan,25,28,3,0,89.29,not out,3
