innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,Priyansh Arya,9,2.2
1,Punjab Kings,2,P Simran Singh,27,3.6
1,Punjab Kings,3,SS Iyer,30,4.4
1,Punjab Kings,4,JP Inglis,38,6.1
1,Punjab Kings,5,N Wadhera,50,7.3
1,Punjab Kings,6,Shashank Singh,60,9.2
1,Punjab Kings,7,Musheer Khan,60,9.5
1,Punjab Kings,8,MP Stoinis,78,11.3
1,Punjab Kings,9,Harpreet Brar,97,14.3
1,Punjab Kings,10,Azmatullah Omarzai,101,15.1
2,Royal Challengers Bengaluru,1,V Kohli,30,4.2
2,Royal Challengers Bengaluru,2,MA Agarwal,84,8.5
