innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,Priyansh Arya,7,5,1,0,140.0,c KH Pandya b Yash Dayal,1
1,Punjab Kings,P Simran Singh,18,10,2,1,180.0,c JM Sharma b B Kumar,2
1,Punjab Kings,JP Inglis,4,7,0,0,57.14,c B Kumar b JR Hazlewood,3
1,Punjab Kings,SS Iyer,2,3,0,0,66.67,c JM Sharma b JR Hazlewood,4
1,Punjab Kings,N Wadhera,8,10,1,0,80.0,b Yash Dayal,5
1,Punjab Kings,MP Stoinis,26,17,2,2,152.94,b Suyash Sharma,6
1,Punjab Kings,Shashank Singh,3,5,0,0,60.0,b Suyash Sharma,7
1,Punjab Kings,Musheer Khan,0,3,0,0,0.0,lbw b Suyash Sharma,8
1,Punjab Kings,Azmatullah Omarzai,18,12,1,1,150.0,c JM Sharma b JR Hazlewood,9
1,Punjab Kings,Harpreet Brar,4,11,0,0,36.36,b R Shepherd,10
1,Punjab Kings,KA Jamieson,0,3,0,0,0.0,not out,11
2,Royal Challengers Bengaluru,PD Salt,56,27,6,3,207.41,not out,1
2,Royal Challengers Bengaluru,V Kohli,12,12,2,0,100.0,c JP Inglis b KA Jamieson,2
2,Royal Challengers Bengaluru,MA Agarwal,19,13,2,1,146.15,c SS Iyer b Musheer Khan,3
2,Royal Challengers Bengaluru,RM Patidar,15,8,1,1,187.5,not out,4
