innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,9,5,Punjab Kings,Musheer Khan,Suyash Sharma,MA Gough,wicket,struck down,False
1,11,4,Royal Challengers Bengaluru,Harpreet Brar,Suyash Sharma,MA Gough,wicket,struck down,False
2,4,6,Royal Challengers Bengaluru,MA Agarwal,KA Jamieson,VK Sharma,wicket,upheld,False
