match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
9,2011-04-13,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",4.0,0,25,1,6.25,13,0,0
15,2011-04-16,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,31,1,7.75,6,0,0
23,2011-04-21,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",4.0,0,34,1,8.5,7,1,0
26,2011-04-23,Delhi Daredevils,Feroz Shah Kotla,4.0,0,48,0,12.0,9,1,0
37,2011-04-30,Kolkata Knight Riders,Eden Gardens,2.0,0,13,0,6.5,6,1,0
40,2011-05-02,Mumbai Indians,Wankhede Stadium,4.0,0,33,2,8.25,7,0,0
47,2011-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,38,3,9.5,9,0,0
51,2011-05-08,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",4.0,0,26,1,6.5,13,3,0
54,2011-05-10,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2.0,0,13,1,6.5,5,0,0
57,2011-05-13,Kochi Tuskers Kerala,Holkar Cricket Stadium,4.0,0,42,1,10.5,6,2,0
60,2011-05-15,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,4.0,0,16,1,4.0,14,1,0
63,2011-05-17,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,3.0,0,28,3,9.33,10,4,0
67,2011-05-21,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,4.0,0,35,1,8.75,6,0,0
