match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2018-04-09,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,3.0,0,18,0,6.0,6,0,0
11,2018-04-15,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,22,2,5.5,9,0,0
15,2018-04-18,Kolkata Knight Riders,Sawai Mansingh Stadium,3.0,0,23,0,7.67,6,0,0
17,2018-04-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,4.0,0,20,3,5.0,12,1,0
21,2018-04-22,Mumbai Indians,Sawai Mansingh Stadium,2.0,0,30,0,15.0,1,1,0
32,2018-05-02,Delhi Daredevils,Arun Jaitley Stadium,2.0,0,26,1,13.0,6,0,0
38,2018-05-06,Kings XI Punjab,Holkar Cricket Stadium,3.0,0,26,0,8.67,5,0,0
47,2018-05-13,Mumbai Indians,Wankhede Stadium,2.0,0,21,0,10.5,2,0,0
53,2018-05-19,Royal Challengers Bangalore,Sawai Mansingh Stadium,4.0,0,16,4,4.0,10,0,0
58,2018-05-23,Kolkata Knight Riders,Eden Gardens,4.0,0,34,1,8.5,8,0,0
