innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Ashish Reddy,2.0,0,17,0,8.5,4,0,0
1,Deccan Chargers,A Mishra,4.0,0,20,2,5.0,9,0,1
1,Deccan Chargers,DW Steyn,4.0,0,16,2,4.0,12,0,0
1,Deccan Chargers,JP Duminy,2.0,0,13,0,6.5,4,1,0
1,Deccan Chargers,MS Gony,4.0,0,26,1,6.5,10,1,0
1,Deccan Chargers,V Pratap Singh,4.0,0,31,2,7.75,8,1,0
2,Rajasthan Royals,A Chandila,4.0,0,20,1,5.0,12,0,0
2,Rajasthan Royals,J Botha,4.0,0,30,1,7.5,8,1,0
2,Rajasthan Royals,SK Trivedi,4.0,0,20,2,5.0,12,2,0
2,Rajasthan Royals,SR Watson,2.0,0,14,0,7.0,5,0,0
2,Rajasthan Royals,STR Binny,1.0,0,8,1,8.0,1,0,0
2,Rajasthan Royals,SW Tait,3.4,0,35,0,9.55,10,4,0
