innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,R Dravid,2,2,AM Rahane,6,7,8,9
1,Rajasthan Royals,2,SR Watson,13,13,R Dravid,20,15,33,28
1,Rajasthan Royals,3,STR Binny,7,8,R Dravid,5,7,13,15
1,Rajasthan Royals,4,OA Shah,5,9,R Dravid,12,12,19,20
1,Rajasthan Royals,5,AL Menaria,20,17,OA Shah,12,15,35,32
1,Rajasthan Royals,6,OA Shah,6,5,J Botha,3,4,10,9
1,Rajasthan Royals,7,OA Shah,5,3,SP Goswami,3,3,8,6
1,Rajasthan Royals,8,A Chandila,0,1,OA Shah,0,0,0,1
1,Rajasthan Royals,9,A Chandila,0,1,OA Shah,0,0,0,1
2,Deccan Chargers,1,PA Reddy,33,27,S Dhawan,26,24,63,51
2,Deccan Chargers,2,PA Reddy,9,8,JP Duminy,10,12,20,20
2,Deccan Chargers,3,JP Duminy,1,2,CL White,1,4,5,6
2,Deccan Chargers,4,CA Lynn,6,9,JP Duminy,7,9,14,18
2,Deccan Chargers,5,JP Duminy,6,8,PA Patel,10,5,16,13
2,Deccan Chargers,6,A Ashish Reddy,10,4,PA Patel,0,0,10,4
