innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,R Dravid,39,36,5,0,108.33,c CA Lynn b MS Gony,1
1,Rajasthan Royals,AM Rahane,6,7,1,0,85.71,c S Dhawan b DW Steyn,2
1,Rajasthan Royals,SR Watson,13,13,1,1,100.0,b A Mishra,3
1,Rajasthan Royals,STR Binny,7,8,1,0,87.5,b A Mishra,4
1,Rajasthan Royals,OA Shah,28,32,1,0,87.5,run out (PA Patel),5
1,Rajasthan Royals,AL Menaria,20,17,1,1,117.65,c S Dhawan b V Pratap Singh,6
1,Rajasthan Royals,J Botha,3,4,0,0,75.0,c & b DW Steyn,7
1,Rajasthan Royals,SP Goswami,3,3,0,0,100.0,b V Pratap Singh,8
1,Rajasthan Royals,A Chandila,0,1,0,0,0.0,not out,9
2,Deccan Chargers,PA Reddy,42,35,4,1,120.0,c OA Shah b SK Trivedi,1
2,Deccan Chargers,S Dhawan,26,24,2,2,108.33,c A Chandila b J Botha,2
2,Deccan Chargers,JP Duminy,24,31,0,0,77.42,c OA Shah b STR Binny,3
2,Deccan Chargers,CL White,1,4,0,0,25.0,c & b A Chandila,4
2,Deccan Chargers,CA Lynn,6,9,1,0,66.67,c SR Watson b SK Trivedi,5
2,Deccan Chargers,PA Patel,10,5,1,0,200.0,not out,6
2,Deccan Chargers,A Ashish Reddy,10,4,2,0,250.0,not out,7
