innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,AM Rahane,8,2.3
1,Rajasthan Royals,2,SR Watson,41,7.1
1,Rajasthan Royals,3,STR Binny,54,9.4
1,Rajasthan Royals,4,R Dravid,73,12.6
1,Rajasthan Royals,5,AL Menaria,108,18.2
1,Rajasthan Royals,6,J Botha,118,19.5
1,Rajasthan Royals,7,SP Goswami,126,20.5
1,Rajasthan Royals,8,OA Shah,126,20.6
2,Deccan Chargers,1,S Dhawan,63,9.3
2,Deccan Chargers,2,PA Reddy,83,12.5
2,Deccan Chargers,3,CL White,88,13.5
2,Deccan Chargers,4,CA Lynn,102,16.5
2,Deccan Chargers,5,JP Duminy,118,18.6
