innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AB Agarkar,2.0,0,26,0,13.0,3,0,1
1,Kolkata Knight Riders,AD Mathews,2.0,0,11,0,5.5,4,0,0
1,Kolkata Knight Riders,CH Gayle,4.0,0,38,1,9.5,6,0,0
1,Kolkata Knight Riders,CK Langeveldt,3.0,0,35,2,11.67,6,1,0
1,Kolkata Knight Riders,DJ Hussey,4.0,0,24,0,6.0,6,0,0
1,Kolkata Knight Riders,I Sharma,1.0,0,17,1,17.0,2,2,0
1,Kolkata Knight Riders,M Kartik,4.0,0,26,0,6.5,7,0,0
2,Delhi Daredevils,A Mishra,4.0,0,18,1,4.5,10,0,0
2,Delhi Daredevils,AB McDonald,4.0,0,37,2,9.25,7,1,0
2,Delhi Daredevils,DP Nannes,3.1,0,15,1,4.74,12,1,0
2,Delhi Daredevils,PD Collingwood,0.5,0,7,1,8.4,1,0,0
2,Delhi Daredevils,R Bhatia,4.0,0,28,1,7.0,6,1,0
2,Delhi Daredevils,UT Yadav,4.0,0,27,2,6.75,8,2,1
