innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,V Sehwag,9,1.6
1,Delhi Daredevils,2,G Gambhir,21,2.6
1,Delhi Daredevils,3,KD Karthik,38,3.6
1,Delhi Daredevils,4,PD Collingwood,166,20.2
2,Kolkata Knight Riders,1,SC Ganguly,19,3.5
2,Kolkata Knight Riders,2,Mandeep Singh,20,4.4
2,Kolkata Knight Riders,3,MK Tiwary,21,5.2
2,Kolkata Knight Riders,4,CH Gayle,50,9.1
2,Kolkata Knight Riders,5,DJ Hussey,85,14.3
2,Kolkata Knight Riders,6,AD Mathews,102,16.2
2,Kolkata Knight Riders,7,AB Agarkar,134,19.6
2,Kolkata Knight Riders,8,M Kartik,137,20.5
2,Kolkata Knight Riders,9,CK Langeveldt,137,20.6
