match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
11,2011-04-14,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",38,37,5,1,102.7,c SS Tiwary b R Ninan,1
15,2011-04-16,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",7,5,1,0,140.0,c KD Karthik b RJ Harris,1
19,2011-04-19,Delhi Daredevils,Feroz Shah Kotla,62,41,8,1,151.22,c AJ Finch b S Nadeem,1
27,2011-04-24,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",5,3,0,0,166.67,"run out (KA Pollard, DJ Jacobs)",1
32,2011-04-27,Kochi Tuskers Kerala,Nehru Stadium,1,4,0,0,25.0,lbw b RP Singh,1
39,2011-05-01,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",56,30,6,4,186.67,b SB Jakati,1
42,2011-05-03,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",26,20,3,0,130.0,c EJG Morgan b Iqbal Abdulla,1
53,2011-05-10,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",0,1,0,0,0.0,c RV Uthappa b MR Marsh,7
59,2011-05-14,Mumbai Indians,Wankhede Stadium,20,22,0,2,90.91,c A Symonds b KA Pollard,2
62,2011-05-16,Pune Warriors,Dr DY Patil Sports Academy,34,28,2,2,121.43,lbw b R Sharma,1
