innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,MA Agarwal,53,6.2
1,Royal Challengers Bangalore,2,CH Gayle,162,17.2
1,Royal Challengers Bangalore,3,AB de Villiers,174,18.2
1,Royal Challengers Bangalore,4,SS Tiwary,198,19.6
1,Royal Challengers Bangalore,5,V Kohli,198,20.1
1,Royal Challengers Bangalore,6,CA Pujara,198,20.2
1,Royal Challengers Bangalore,7,DL Vettori,199,20.4
1,Royal Challengers Bangalore,8,RR Bhatkal,199,20.5
2,Chennai Super Kings,1,M Vijay,56,7.5
2,Chennai Super Kings,2,SK Raina,88,11.3
2,Chennai Super Kings,3,F du Plessis,128,15.3
2,Chennai Super Kings,4,MS Dhoni,163,18.6
2,Chennai Super Kings,5,JA Morkel,192,20.2
