cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1175356,1,2019-03-23,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,7,Harbhajan Singh,70/10,71/3,17.1,17.4,,20,league,AY Dandekar,BNJ Oxenford,Nitin Menon,J Srinath
1175357,2,2019-03-24,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6,AD Russell,181/3,183/4,20.0,19.4,,20,league,AK Chaudhary,CB Gaffaney,VA Kulkarni,V Narayan Kutty
1175358,3,2019-03-24,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,,37,0,RR Pant,213/6,176/9,20.0,19.2,,20,league,S Ravi,YC Barde,CK Nandan,M Nayyar
1175359,4,2019-03-25,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,,14,0,CH Gayle,184/4,170/9,20.0,20.0,,20,league,C Shamshuddin,KN Ananthapadmanabhan,BNJ Oxenford,Chinmay Sharma
1175360,5,2019-03-26,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,,0,6,SR Watson,147/6,150/4,20.0,19.4,,20,league,M Erasmus,Nitin Menon,AY Dandekar,J Srinath
1175361,6,2019-03-27,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,,28,0,AD Russell,218/4,190/4,20.0,20.0,,20,league,AK Chaudhary,VA Kulkarni,CB Gaffaney,V Narayan Kutty
1175362,7,2019-03-28,M.Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,,6,0,JJ Bumrah,187/8,181/5,20.0,20.0,,20,league,CK Nandan,S Ravi,YC Barde,M Nayyar
1175363,8,2019-03-29,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,,0,5,Rashid Khan,198/2,201/5,20.0,19.0,,20,league,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan,Chinmay Sharma
1175364,9,2019-03-30,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,8,MA Agarwal,176/7,177/2,20.0,18.4,,20,league,CB Gaffaney,VA Kulkarni,AK Chaudhary,V Narayan Kutty
1175365,10,2019-03-30,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,,tie,0,0,PP Shaw,185/8,185/6,20.0,20.0,,20,league,AY Dandekar,Nitin Menon,M Erasmus,J Srinath
1175366,11,2019-03-31,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,,118,0,JM Bairstow,231/2,113/10,20.0,19.5,,20,league,KN Ananthapadmanabhan,S Ravi,C Shamshuddin,Chinmay Sharma
1175367,12,2019-03-31,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,,8,0,MS Dhoni,175/5,167/8,20.0,20.0,,20,league,CK Nandan,YC Barde,BNJ Oxenford,M Nayyar
1175368,13,2019-04-01,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,,14,0,SM Curran,166/9,152/10,20.0,19.2,,20,league,AK Chaudhary,CB Gaffaney,VA Kulkarni,V Narayan Kutty
1175369,14,2019-04-02,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,0,7,S Gopal,158/4,164/3,20.0,19.5,,20,league,AY Dandekar,M Erasmus,Nitin Menon,J Srinath
1175370,15,2019-04-03,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,,37,0,HH Pandya,170/5,133/8,20.0,20.0,,20,league,BNJ Oxenford,RJ Tucker,YC Barde,M Nayyar
1175371,16,2019-04-04,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,5,JM Bairstow,129/8,131/5,20.0,18.3,,20,league,C Shamshuddin,KN Ananthapadmanabhan,S Ravi,Chinmay Sharma
1175372,17,2019-04-05,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,5,AD Russell,205/3,206/5,20.0,19.1,,20,league,AK Chaudhary,CB Gaffaney,CK Nandan,V Narayan Kutty
1178393,18,2019-04-06,MA Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,,22,0,Harbhajan Singh,160/3,138/5,20.0,20.0,,20,league,KN Ananthapadmanabhan,RJ Tucker,C Shamshuddin,Chinmay Sharma
1178394,19,2019-04-06,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,,40,0,AS Joseph,136/7,96/10,20.0,17.4,,20,league,AY Dandekar,Nitin Menon,M Erasmus,J Srinath
1178395,20,2019-04-07,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,0,4,K Rabada,149/8,152/6,20.0,18.5,,20,league,S Ravi,YC Barde,CK Nandan,M Nayyar
1178396,21,2019-04-07,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,8,HF Gurney,139/3,140/2,20.0,13.5,,20,league,AK Chaudhary,CB Gaffaney,BNJ Oxenford,V Narayan Kutty
