match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2008-04-20,Kolkata Knight Riders,Eden Gardens,3.0,0,15,1,5.0,9,0,0
7,2008-04-22,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",3.0,0,27,1,9.0,7,1,0
9,2008-04-24,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",4.0,0,44,1,11.0,8,1,1
14,2008-04-27,Mumbai Indians,Dr DY Patil Sports Academy,4.0,0,15,2,3.75,14,2,0
19,2008-05-01,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",3.5,0,36,0,9.39,6,2,0
21,2008-05-03,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,41,3,10.25,8,1,0
26,2008-05-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,12,2,4.0,10,2,0
30,2008-05-09,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,24,1,6.0,13,1,0
32,2008-05-11,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",4.0,0,59,1,14.75,5,1,0
37,2008-05-15,Delhi Daredevils,Feroz Shah Kotla,4.0,0,50,0,12.5,6,1,0
42,2008-05-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,35,3,8.75,12,0,0
48,2008-05-23,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",3.3,0,37,0,10.57,3,1,0
51,2008-05-25,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",3.0,0,15,0,5.0,9,0,0
54,2008-05-27,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",4.0,0,32,0,8.0,12,3,0
