innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,B Lee,4.0,0,33,1,8.25,9,1,0
1,Kolkata Knight Riders,Iqbal Abdulla,4.0,0,23,0,5.75,9,0,0
1,Kolkata Knight Riders,L Balaji,4.0,0,23,0,5.75,13,2,0
1,Kolkata Knight Riders,Shakib Al Hasan,4.0,0,28,3,7.0,9,0,0
1,Kolkata Knight Riders,YK Pathan,4.0,1,20,3,5.0,12,0,0
2,Kochi Tuskers Kerala,M Muralitharan,4.0,0,18,1,4.5,10,1,0
2,Kochi Tuskers Kerala,R Vinay Kumar,4.0,0,21,1,5.25,10,0,0
2,Kochi Tuskers Kerala,RA Jadeja,4.0,0,25,2,6.25,10,1,0
2,Kochi Tuskers Kerala,RP Singh,4.0,0,25,2,6.25,10,0,0
2,Kochi Tuskers Kerala,RR Powar,4.0,0,29,1,7.25,8,0,0
