innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kochi Tuskers Kerala,1,BB McCullum,23,19,DPMD Jayawardene,24,23,49,42
1,Kochi Tuskers Kerala,2,DPMD Jayawardene,1,4,PA Patel,1,2,2,6
1,Kochi Tuskers Kerala,3,PA Patel,2,3,BJ Hodge,2,8,4,11
1,Kochi Tuskers Kerala,4,RA Jadeja,2,6,PA Patel,6,6,10,12
1,Kochi Tuskers Kerala,5,KM Jadhav,12,11,RA Jadeja,23,8,35,19
1,Kochi Tuskers Kerala,6,RA Jadeja,4,4,RV Gomez,0,0,5,4
1,Kochi Tuskers Kerala,7,RV Gomez,10,8,R Vinay Kumar,11,10,22,18
1,Kochi Tuskers Kerala,8,RR Powar,3,6,RV Gomez,0,2,5,8
2,Kolkata Knight Riders,1,MS Bisla,14,12,JH Kallis,6,9,24,21
2,Kolkata Knight Riders,2,G Gambhir,3,5,MS Bisla,0,0,3,5
2,Kolkata Knight Riders,3,MK Tiwary,8,8,MS Bisla,2,2,10,10
2,Kolkata Knight Riders,4,MK Tiwary,22,26,EJG Morgan,10,12,36,38
2,Kolkata Knight Riders,5,MK Tiwary,11,11,Shakib Al Hasan,2,5,13,16
2,Kolkata Knight Riders,6,MK Tiwary,3,2,YK Pathan,8,3,11,5
2,Kolkata Knight Riders,7,MK Tiwary,2,4,R Bhatia,1,2,4,6
2,Kolkata Knight Riders,8,B Lee,1,3,R Bhatia,1,1,4,4
2,Kolkata Knight Riders,9,Iqbal Abdulla,12,9,R Bhatia,8,5,20,14
2,Kolkata Knight Riders,10,L Balaji,1,1,Iqbal Abdulla,0,0,1,1
