innings,team,wicket_number,player_out,score,over
1,Kochi Tuskers Kerala,1,BB McCullum,49,7.6
1,Kochi Tuskers Kerala,2,DPMD Jayawardene,51,8.6
1,Kochi Tuskers Kerala,3,BJ Hodge,55,10.5
1,Kochi Tuskers Kerala,4,PA Patel,65,12.5
1,Kochi Tuskers Kerala,5,KM Jadhav,100,15.6
1,Kochi Tuskers Kerala,6,RA Jadeja,105,16.4
1,Kochi Tuskers Kerala,7,R Vinay Kumar,127,19.4
2,Kolkata Knight Riders,1,JH Kallis,24,4.3
2,Kolkata Knight Riders,2,G Gambhir,27,5.2
2,Kolkata Knight Riders,3,MS Bisla,37,6.6
2,Kolkata Knight Riders,4,EJG Morgan,73,13.2
2,Kolkata Knight Riders,5,Shakib Al Hasan,86,15.6
2,Kolkata Knight Riders,6,YK Pathan,97,16.5
2,Kolkata Knight Riders,7,MK Tiwary,101,17.5
2,Kolkata Knight Riders,8,B Lee,105,18.3
2,Kolkata Knight Riders,9,R Bhatia,125,20.5
