innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,SR Tendulkar,127,13.2
1,Mumbai Indians,2,Harbhajan Singh,146,14.5
1,Mumbai Indians,3,ST Jayasuriya,148,15.4
1,Mumbai Indians,4,AM Nayar,151,16.1
1,Mumbai Indians,5,DJ Bravo,162,17.6
1,Mumbai Indians,6,S Dhawan,175,19.5
2,Kolkata Knight Riders,1,BB McCullum,8,2.6
2,Kolkata Knight Riders,2,CH Gayle,17,3.6
2,Kolkata Knight Riders,3,BJ Hodge,71,11.2
2,Kolkata Knight Riders,4,SC Ganguly,80,13.1
2,Kolkata Knight Riders,5,AN Ghosh,81,13.3
2,Kolkata Knight Riders,6,Yashpal Singh,83,14.2
2,Kolkata Knight Riders,7,LR Shukla,91,15.5
2,Kolkata Knight Riders,8,BAW Mendis,95,16.1
2,Kolkata Knight Riders,9,AB Dinda,95,16.2
