innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,ST Jayasuriya,52,32,2,4,162.5,c AN Ghosh b LR Shukla,1
1,Mumbai Indians,SR Tendulkar,68,45,6,4,151.11,lbw b LR Shukla,2
1,Mumbai Indians,Harbhajan Singh,18,8,1,2,225.0,c BAW Mendis b BJ Hodge,3
1,Mumbai Indians,JP Duminy,18,14,1,0,128.57,not out,4
1,Mumbai Indians,AM Nayar,3,3,0,0,100.0,"run out (LR Shukla, BB McCullum)",5
1,Mumbai Indians,DJ Bravo,3,5,0,0,60.0,c CH Gayle b LR Shukla,6
1,Mumbai Indians,S Dhawan,12,10,1,0,120.0,c BB McCullum b I Sharma,7
1,Mumbai Indians,SS Tiwary,4,3,0,0,133.33,not out,8
2,Kolkata Knight Riders,BB McCullum,1,6,0,0,16.67,c JP Duminy b SL Malinga,1
2,Kolkata Knight Riders,CH Gayle,12,11,0,1,109.09,c SR Tendulkar b DJ Bravo,2
2,Kolkata Knight Riders,BJ Hodge,24,22,3,0,109.09,b AM Nayar,3
2,Kolkata Knight Riders,SC Ganguly,34,30,3,1,113.33,c DJ Bravo b AM Nayar,4
2,Kolkata Knight Riders,Yashpal Singh,8,8,0,0,100.0,c PR Shah b DJ Bravo,5
2,Kolkata Knight Riders,AN Ghosh,0,1,0,0,0.0,c SR Tendulkar b AM Nayar,6
2,Kolkata Knight Riders,LR Shukla,6,10,1,0,60.0,c ST Jayasuriya b Z Khan,7
2,Kolkata Knight Riders,I Sharma,6,3,1,0,200.0,not out,8
2,Kolkata Knight Riders,BAW Mendis,0,1,0,0,0.0,b SL Malinga,9
2,Kolkata Knight Riders,AB Dinda,0,1,0,0,0.0,b SL Malinga,10
