innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,Abhishek Sharma,15,3.1
1,Sunrisers Hyderabad,2,Ishan Kishan,15,3.2
1,Sunrisers Hyderabad,3,TM Head,76,8.3
1,Sunrisers Hyderabad,4,H Klaasen,110,12.6
1,Sunrisers Hyderabad,5,Nithish Kumar Reddy,128,15.1
1,Sunrisers Hyderabad,6,Aniket Verma,156,16.6
1,Sunrisers Hyderabad,7,A Manohar,156,17.2
1,Sunrisers Hyderabad,8,PJ Cummins,176,18.3
1,Sunrisers Hyderabad,9,Mohammed Shami,181,19.3
2,Lucknow Super Giants,1,AK Markram,4,2.3
2,Lucknow Super Giants,2,N Pooran,120,9.4
2,Lucknow Super Giants,3,MR Marsh,138,11.5
2,Lucknow Super Giants,4,A Badoni,154,13.6
2,Lucknow Super Giants,5,RR Pant,164,15.1
