match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2013-04-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",51,26,5,3,196.15,c KA Pollard b MM Patel,6
16,2013-04-13,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",33,23,1,2,143.48,c KB Arun Karthik b R Rampaul,5
19,2013-04-15,Pune Warriors,"MA Chidambaram Stadium, Chepauk",10,13,0,0,76.92,c SPD Smith b AB Dinda,6
24,2013-04-18,Delhi Daredevils,Feroz Shah Kotla,44,23,5,1,191.3,c BMAJ Mendis b UT Yadav,4
26,2013-04-20,Kolkata Knight Riders,Eden Gardens,9,7,0,0,128.57,run out (EJG Morgan),5
30,2013-04-22,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",21,16,1,0,131.25,c STR Binny b JP Faulkner,4
34,2013-04-25,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",67,37,7,4,181.08,not out,4
38,2013-04-28,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",18,12,1,1,150.0,not out,4
42,2013-04-30,Pune Warriors,Subrata Roy Sahara Stadium,45,16,4,3,281.25,not out,5
45,2013-05-02,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2,2,0,0,100.0,"run out (R Sathish, Gurkeerat Singh)",4
49,2013-05-05,Mumbai Indians,Wankhede Stadium,10,12,1,0,83.33,c KA Pollard b PP Ojha,7
54,2013-05-08,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4,3,0,0,133.33,c KV Sharma b NLTC Perera,4
61,2013-05-12,Rajasthan Royals,Sawai Mansingh Stadium,2,3,0,0,66.67,c SR Watson b KK Cooper,4
64,2013-05-14,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",58,35,2,4,165.71,not out,4
70,2013-05-18,Royal Challengers Bangalore,M Chinnaswamy Stadium,24,10,2,2,240.0,c JD Unadkat b Z Khan,5
76,2013-05-26,Mumbai Indians,Eden Gardens,63,45,3,5,140.0,not out,7
