innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,DA Warner,6,4,S Dhawan,1,2,7,6
1,Sunrisers Hyderabad,2,DA Warner,0,1,MC Henriques,0,0,0,1
1,Sunrisers Hyderabad,3,EJG Morgan,9,14,MC Henriques,5,12,16,26
1,Sunrisers Hyderabad,4,MC Henriques,6,7,KL Rahul,19,16,28,23
1,Sunrisers Hyderabad,5,NV Ojha,0,1,KL Rahul,0,0,0,1
1,Sunrisers Hyderabad,6,KV Sharma,4,8,KL Rahul,6,8,10,16
1,Sunrisers Hyderabad,7,A Ashish Reddy,17,15,KV Sharma,6,6,23,21
1,Sunrisers Hyderabad,8,KV Sharma,2,3,B Kumar,0,2,2,5
1,Sunrisers Hyderabad,9,KV Sharma,3,4,P Kumar,2,2,5,6
1,Sunrisers Hyderabad,10,P Kumar,2,4,DW Steyn,19,11,22,15
2,Mumbai Indians,1,LMP Simmons,48,44,PA Patel,50,36,106,80
2,Mumbai Indians,2,RG Sharma,7,2,PA Patel,1,1,8,3
