match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2015-04-11,Kolkata Knight Riders,Eden Gardens,9,4,0,1,225.0,not out,8
8,2015-04-13,Sunrisers Hyderabad,M Chinnaswamy Stadium,2,2,0,0,100.0,c KS Williamson b TA Boult,8
20,2015-04-22,Chennai Super Kings,M Chinnaswamy Stadium,0,1,0,0,0.0,c DJ Bravo b A Nehra,8
29,2015-04-29,Rajasthan Royals,M Chinnaswamy Stadium,6,2,0,1,300.0,"run out (AM Rahane, SV Samson)",8
37,2015-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,1,0,0,0.0,c MS Dhoni b A Nehra,8
59,2015-05-22,Chennai Super Kings,JSCA International Stadium Complex,2,2,0,0,100.0,run out (MS Dhoni),8
