innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,HC Brook,35,5.2
1,Sunrisers Hyderabad,2,Abhishek Sharma,71,10.2
1,Sunrisers Hyderabad,3,RA Tripathi,84,12.2
1,Sunrisers Hyderabad,4,AK Markram,90,13.5
1,Sunrisers Hyderabad,5,MA Agarwal,95,14.5
1,Sunrisers Hyderabad,6,H Klaasen,116,18.3
1,Sunrisers Hyderabad,7,Washington Sundar,134,20.6
2,Chennai Super Kings,1,RD Gaikwad,87,11.6
2,Chennai Super Kings,2,AM Rahane,110,15.4
2,Chennai Super Kings,3,AT Rayudu,122,17.6
