match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
20,2008-05-02,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",13,13,2,0,100.0,b VY Mahesh,2
24,2008-05-04,Rajasthan Royals,Sawai Mansingh Stadium,0,2,0,0,0.0,lbw b Sohail Tanvir,2
26,2008-05-06,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",14,16,2,0,87.5,c RG Sharma b SB Styris,2
28,2008-05-08,Delhi Daredevils,Feroz Shah Kotla,44,28,7,0,157.14,c AB de Villiers b Mohammad Asif,2
31,2008-05-10,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",1,4,0,0,25.0,c K Goel b S Sreesanth,2
36,2008-05-14,Mumbai Indians,Wankhede Stadium,26,29,4,0,89.66,b DS Kulkarni,2
41,2008-05-18,Kolkata Knight Riders,Eden Gardens,32,20,6,0,160.0,not out,2
46,2008-05-21,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",45,40,3,2,112.5,c B Akhil b A Kumble,2
49,2008-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",7,4,0,1,175.0,"run out (Sohail Tanvir, Kamran Akmal)",2
54,2008-05-27,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",14,9,3,0,155.56,c AC Gilchrist b DP Vijaykumar,2
