match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2009-04-18,Mumbai Indians,Newlands,0,2,0,0,0.0,c DJ Bravo b SL Malinga,7
9,2009-04-23,Delhi Daredevils,Kingsmead,7,8,0,0,87.5,c DA Warner b DL Vettori,7
16,2009-04-27,Deccan Chargers,Kingsmead,8,9,1,0,88.89,c & b RP Singh,7
22,2009-04-30,Rajasthan Royals,SuperSport Park,29,27,4,0,107.41,st M Rawat b SK Warne,4
26,2009-05-02,Delhi Daredevils,New Wanderers Stadium,45,34,4,2,132.35,b R Bhatia,4
34,2009-05-07,Kings XI Punjab,SuperSport Park,0,1,0,0,0.0,c VRV Singh b IK Pathan,1
37,2009-05-09,Rajasthan Royals,De Beers Diamond Oval,59,41,9,1,143.9,not out,4
44,2009-05-14,Royal Challengers Bangalore,Kingsmead,2,9,0,0,22.22,c RV Uthappa b A Kumble,6
47,2009-05-16,Mumbai Indians,St George's Park,22,23,2,1,95.65,c YV Takawale b DS Kulkarni,4
54,2009-05-20,Kings XI Punjab,Kingsmead,4,9,0,0,44.44,c IK Pathan b S Sreesanth,4
58,2009-05-23,Royal Challengers Bangalore,New Wanderers Stadium,1,1,0,0,100.0,not out,7
