innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,MEK Hussey,5,8,1,0,62.5,b KW Richardson,1
1,Chennai Super Kings,WP Saha,13,15,1,1,86.67,lbw b R Sharma,2
1,Chennai Super Kings,SK Raina,63,50,5,1,126.0,not out,3
1,Chennai Super Kings,S Badrinath,34,31,2,0,109.68,c SPD Smith b LJ Wright,4
1,Chennai Super Kings,MS Dhoni,45,16,4,3,281.25,not out,5
2,Pune Warriors,RV Uthappa,10,11,0,1,90.91,run out (SK Raina),1
2,Pune Warriors,AJ Finch,15,9,2,1,166.67,c MS Dhoni b MM Sharma,2
2,Pune Warriors,TL Suman,0,1,0,0,0.0,lbw b MM Sharma,3
2,Pune Warriors,Yuvraj Singh,5,4,1,0,125.0,c MS Dhoni b MM Sharma,4
2,Pune Warriors,SPD Smith,35,39,3,0,89.74,c & b RA Jadeja,5
2,Pune Warriors,LJ Wright,2,6,0,0,33.33,run out (JA Morkel),6
2,Pune Warriors,AM Nayar,2,4,0,0,50.0,"run out (JA Morkel, R Ashwin)",7
2,Pune Warriors,KW Richardson,26,20,2,1,130.0,c SK Raina b CH Morris,8
2,Pune Warriors,B Kumar,24,24,1,1,100.0,not out,9
2,Pune Warriors,R Sharma,0,1,0,0,0.0,c SK Raina b DJ Bravo,10
2,Pune Warriors,AB Dinda,2,2,0,0,100.0,not out,11
