innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,MEK Hussey,6,3.3
1,Chennai Super Kings,2,WP Saha,28,6.4
1,Chennai Super Kings,3,S Badrinath,103,16.3
2,Pune Warriors,1,AJ Finch,26,3.5
2,Pune Warriors,2,TL Suman,26,3.6
2,Pune Warriors,3,RV Uthappa,29,4.2
2,Pune Warriors,4,Yuvraj Singh,43,5.5
2,Pune Warriors,5,LJ Wright,54,8.3
2,Pune Warriors,6,AM Nayar,61,10.1
2,Pune Warriors,7,SPD Smith,92,15.2
2,Pune Warriors,8,KW Richardson,118,19.4
2,Pune Warriors,9,R Sharma,124,20.3
