innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,AP Tare,0,5,0,0,0.0,c MS Dhoni b DL Chahar,1
1,Delhi Daredevils,SW Billings,24,17,4,0,141.18,b Imran Tahir,2
1,Delhi Daredevils,SV Samson,102,63,8,5,161.9,b A Zampa,3
1,Delhi Daredevils,RR Pant,31,22,1,2,140.91,run out (MA Agarwal),4
1,Delhi Daredevils,CJ Anderson,2,4,0,0,50.0,not out,5
1,Delhi Daredevils,CH Morris,38,9,4,3,422.22,not out,6
2,Rising Pune Supergiant,AM Rahane,10,9,0,0,111.11,c SV Samson b Z Khan,1
2,Rising Pune Supergiant,MA Agarwal,20,18,2,0,111.11,c CH Morris b Z Khan,2
2,Rising Pune Supergiant,F du Plessis,8,7,1,0,114.29,c RR Pant b S Nadeem,3
2,Rising Pune Supergiant,RA Tripathi,10,5,2,0,200.0,c S Nadeem b CH Morris,4
2,Rising Pune Supergiant,BA Stokes,2,5,0,0,40.0,c RR Pant b PJ Cummins,5
2,Rising Pune Supergiant,MS Dhoni,11,14,0,1,78.57,c KK Nair b A Mishra,6
2,Rising Pune Supergiant,R Bhatia,16,17,0,1,94.12,c CH Morris b A Mishra,7
2,Rising Pune Supergiant,DL Chahar,14,6,0,2,233.33,c RR Pant b Z Khan,8
2,Rising Pune Supergiant,A Zampa,5,7,1,0,71.43,c SV Samson b A Mishra,9
2,Rising Pune Supergiant,AB Dinda,7,7,1,0,100.0,c A Mishra b PJ Cummins,10
2,Rising Pune Supergiant,Imran Tahir,0,2,0,0,0.0,not out,11
