innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Daredevils,death,82,2,30,16.4,13,6
1,Delhi Daredevils,middle,61,1,54,6.78,4,16
1,Delhi Daredevils,powerplay,62,1,36,10.33,10,10
2,Rising Pune Supergiant,death,38,5,34,6.71,5,18
2,Rising Pune Supergiant,middle,36,3,34,6.35,4,15
2,Rising Pune Supergiant,powerplay,34,2,29,7.03,2,8
