cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
980901,1,2016-04-09,Wankhede Stadium,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants,,0,9,AM Rahane,121/8,126/1,20.0,14.4,,20,league,HDPK Dharmasena,CK Nandan,VA Kulkarni,J Srinath
980903,2,2016-04-10,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,9,AD Russell,98/10,99/1,17.4,14.1,,20,league,S Ravi,C Shamshuddin,Nitin Menon,M Nayyar
980905,3,2016-04-11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,,0,5,AJ Finch,161/6,162/5,20.0,17.4,,20,league,AK Chaudhary,VA Kulkarni,A Nand Kishore,Chinmay Sharma
980907,4,2016-04-12,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,,45,0,AB de Villiers,227/4,182/6,20.0,20.0,,20,league,HDPK Dharmasena,VK Sharma,KN Ananthapadmanabhan,J Srinath
980909,5,2016-04-13,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,6,RG Sharma,187/5,188/4,20.0,19.1,,20,league,Nitin Menon,S Ravi,C Shamshuddin,M Nayyar
980911,6,2016-04-14,Saurashtra Cricket Association Stadium,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,Gujarat Lions,,0,7,AJ Finch,163/5,164/3,20.0,18.0,,20,league,VA Kulkarni,CK Nandan,AY Dandekar,Chinmay Sharma
980913,7,2016-04-15,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,8,A Mishra,111/9,113/2,20.0,13.3,,20,league,S Ravi,C Shamshuddin,Nitin Menon,RS Mahanama
980915,8,2016-04-16,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,0,8,G Gambhir,142/7,146/2,20.0,18.2,,20,league,AK Chaudhary,CK Nandan,K Bharatan,J Srinath
980917,9,2016-04-16,Wankhede Stadium,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,,0,3,AJ Finch,143/8,147/7,20.0,20.0,,20,league,HDPK Dharmasena,VK Sharma,KN Ananthapadmanabhan,Chinmay Sharma
980919,10,2016-04-17,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,Kings XI Punjab,,0,6,M Vohra,152/7,153/4,20.0,18.4,,20,league,S Ravi,C Shamshuddin,Nitin Menon,M Nayyar
980921,11,2016-04-17,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,7,Q de Kock,191/5,192/3,20.0,19.1,,20,league,VA Kulkarni,A Nand Kishore,AY Dandekar,RS Mahanama
980923,12,2016-04-18,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,7,DA Warner,142/6,145/3,20.0,17.3,,20,league,HDPK Dharmasena,VK Sharma,KN Ananthapadmanabhan,J Srinath
980925,13,2016-04-19,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6,RV Uthappa,138/8,141/4,20.0,17.1,,20,league,S Ravi,C Shamshuddin,Nitin Menon,M Nayyar
980927,14,2016-04-20,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,6,RG Sharma,170/7,171/4,20.0,18.0,,20,league,AK Chaudhary,CK Nandan,A Nand Kishore,RS Mahanama
980929,15,2016-04-21,Saurashtra Cricket Association Stadium,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,10,B Kumar,135/8,137/0,20.0,14.5,,20,league,K Bharatan,HDPK Dharmasena,AY Dandekar,S Chaturvedi
